,N0,N1,N2,N3,N4,N5,N6,N7,rv_raw_1600,rv_1500_1530,rv_yesterday,iv_var
2021-01-25,4.748734355571861e-06,5.140253145214834e-06,4.5063538714150375e-06,4.822262533368533e-06,4.918945207787993e-06,4.9557814293763295e-06,4.833351113070652e-06,3.6816950472785605e-06,2.5663480564773667e-06,2.9691983134619205e-06,1.9164724409730198e-05,5.751899670546528e-06
2021-01-27,4.62000331289139e-06,9.216449921435264e-06,1.6797508292924832e-05,1.9040876304786687e-05,1.6445165723953735e-05,1.6477523258603708e-05,1.3780372763643608e-05,8.924326542919459e-06,2.120374525380289e-05,1.8462609935860543e-05,3.0541004298274354e-05,3.1372219772772894e-05
2021-01-29,6.623526012451598e-06,2.6416911226913958e-05,2.3411743373160086e-05,2.143903935301534e-05,2.144991098750755e-05,2.0920436735598962e-05,2.220833631504595e-05,1.7723212501182276e-05,3.196701180115993e-05,1.2620230488011184e-05,9.827116655340454e-05,2.8937198689852908e-05
2021-02-01,7.958601321605311e-06,1.0575283512280399e-05,5.88172628000581e-06,6.093218001095311e-06,6.853888667662518e-06,6.822561102057539e-06,6.911134632267082e-06,1.0062022679049666e-05,5.400252925319877e-06,3.2605629575450326e-06,0.00021468083849073195,7.161800608839695e-06
2021-02-03,7.301575269131878e-06,3.768150459745195e-06,2.7413500423974414e-06,3.079302828335381e-06,2.997487465130537e-06,3.0932073784995844e-06,3.347280304805648e-06,6.363596134216243e-06,4.484783878607432e-06,2.1889375093487547e-06,2.9157682396326314e-05,5.1214683560132256e-06
2021-02-05,6.482211843965606e-06,2.989117202768366e-06,2.5803699431111356e-06,2.3803566810852153e-06,2.3257729517690073e-06,2.2218005324144493e-06,2.585021572242171e-06,3.553070616227272e-06,2.3035457528914725e-06,1.2108842886404883e-06,1.710948256455671e-05,4.325920195735869e-06
2021-02-08,6.361810770697632e-06,2.4718727684971464e-06,2.0224913834267397e-06,1.6021148094085989e-06,1.555798651227246e-06,1.5446639756338484e-06,1.8725306943327535e-06,2.55922171894825e-06,2.327531919090069e-06,4.842972734578222e-07,1.6138465202740354e-05,2.008281217377467e-06
2021-02-10,6.201135043915335e-06,3.4308323819811444e-06,4.205979239745019e-06,3.7119767184996756e-06,3.603101197405913e-06,3.73272788429718e-06,4.584904437486349e-06,3.117035487717124e-06,4.704488333523248e-06,1.927653976743403e-06,1.1082134787521225e-05,5.7717152147045345e-06
2021-02-12,6.152430448831848e-06,2.690879665620107e-06,2.1992961009266033e-06,1.5537972949500783e-06,1.6668423785569672e-06,1.6179928763605885e-06,2.7163564916188056e-06,3.310819463080807e-06,1.437633459334724e-06,3.179104202986319e-07,3.624621726412175e-05,3.2283867064066725e-06
2021-02-16,6.052448860994934e-06,3.3615759881203438e-06,3.7227844536863715e-06,4.653368979627486e-06,4.9849889356847185e-06,5.092276965939225e-06,4.299882406423721e-06,5.941993428427744e-06,3.2057959130396066e-06,3.4231146509862503e-06,1.379943227265344e-05,4.17338313716328e-06
2021-02-17,5.976079197477258e-06,4.240529763084558e-06,3.324421765858415e-06,2.533343284055247e-06,2.7609913112118817e-06,2.8821021924015705e-06,2.692845001592511e-06,8.156901328812152e-06,1.0723298367013118e-06,7.546128934622957e-07,3.566119377186837e-05,3.2234024002027917e-06
2021-02-19,5.880446124253748e-06,4.302958811360043e-06,5.386219149309313e-06,5.066318792325638e-06,4.939501909422316e-06,4.77837954536621e-06,5.0514752177791806e-06,4.844406967263569e-06,4.1042430048654095e-06,2.7617781953743366e-06,4.009157901663279e-05,4.413259785107372e-06
2021-02-22,5.98927029750139e-06,6.17381258608027e-06,3.009873078065699e-06,2.9566660374905243e-06,3.5969677371294556e-06,3.6230735934217694e-06,2.681264969643293e-06,6.38840082731164e-06,5.639275056201466e-06,1.194243340447441e-06,3.2733568062065906e-05,6.358942807099741e-06
2021-02-24,6.271679904979049e-06,8.460901053093787e-06,6.147182890435571e-06,5.372832839134125e-06,5.808289615593706e-06,6.046583032777858e-06,6.371366538711086e-06,1.119069135698925e-05,2.813600242066131e-06,2.378722206175887e-06,0.00012803275888860133,3.897412808005009e-06
2021-02-26,6.970588128131023e-06,2.4131023730662285e-05,2.6950755677683553e-05,1.9831235740548346e-05,1.8355117920580116e-05,1.796658287685751e-05,1.5837960816899253e-05,1.1814347615373532e-05,3.886232286492534e-05,8.413485978285055e-06,0.00019803403886809462,2.6776717609645483e-05
2021-03-01,7.824359113449694e-06,8.570096578327918e-06,5.468854997030463e-06,5.11826629878671e-06,5.739023953179472e-06,5.751918204194577e-06,7.310229906350699e-06,1.1636035600215586e-05,4.911897630897142e-06,1.5159936567260915e-06,0.00023725948970508318,6.174784806261447e-06
2021-03-03,6.53177801407255e-06,8.64298964274265e-06,1.5797977303040288e-05,1.3834537958091112e-05,1.1029169150985145e-05,1.1162154887693755e-05,1.0258987194714854e-05,1.0961702005457106e-05,1.0345725356942523e-05,5.768699784525738e-06,7.070228344283545e-05,1.9528258822837826e-05
2021-03-05,9.067470598436038e-06,2.6147261794856368e-05,2.2220771236836778e-05,2.2915046025274354e-05,2.1642098830893604e-05,2.0985145029206282e-05,2.1304158248951294e-05,2.1252123847416147e-05,1.134325947896727e-05,1.1534236959521932e-05,0.0003594440765966648,1.7045325006773945e-05
2021-03-08,9.16272049135674e-06,1.8769138453953105e-05,1.6245074806741738e-05,1.903778445085156e-05,1.9894640833375636e-05,1.936077965751425e-05,2.2845668528519926e-05,1.1298007060403375e-05,1.124837987642834e-05,1.405567908712768e-05,0.00030736450421692973,1.632889590752473e-05
2021-03-10,1.0113207480400414e-05,1.091483362956135e-05,9.382816889708623e-06,8.524012627187448e-06,8.453134460266662e-06,8.594690727843313e-06,7.426407807047434e-06,1.1343918224925424e-05,3.0097133163716063e-06,4.563268194523164e-06,5.1885189439407516e-05,8.946995961124572e-06
2021-03-12,9.928252339236829e-06,6.838341841007201e-06,3.4326359236264947e-06,3.1967774223943913e-06,3.6080055048023923e-06,3.445594536028088e-06,2.8209704028392997e-06,6.1241945361112995e-06,1.9635277561466585e-06,1.3409390897202738e-06,2.7733703199258087e-05,5.13841846505093e-06
2021-03-15,9.849688150972425e-06,4.596795924673485e-06,2.342641209447428e-06,2.635988371296036e-06,2.930575375037087e-06,2.874654205202118e-06,1.5353147852316767e-06,4.5875654161469135e-06,2.01525014235938e-06,1.4123667384886851e-06,3.4779292620263077e-05,2.463338224416647e-06
2021-03-17,1.0055609381951398e-05,4.510345690245148e-06,6.988447546313439e-06,5.974040845178761e-06,4.97400269682136e-06,5.148428255508215e-06,4.19651889204627e-06,4.788279317734104e-06,6.251169343605434e-06,3.1564806618985324e-06,2.7297230779361732e-05,1.0100033323608304e-05
2021-03-19,1.0533479087464008e-05,7.312689392306873e-06,5.082384146992778e-06,4.9045031469501994e-06,5.498677953098845e-06,6.345150463082111e-06,6.890842431621116e-06,1.2501837768254994e-05,6.6996043977103e-06,2.534668689837881e-06,5.255014207052758e-05,8.793312471005688e-06
2021-03-22,1.047962067248727e-05,4.845787138839251e-06,2.4912404970432726e-06,2.514251301316339e-06,3.1618627417043714e-06,3.1950479559175644e-06,2.9752407552558307e-06,6.014308093256436e-06,1.755948192032185e-06,9.879667477617328e-07,6.642931295611309e-05,3.5698976902843974e-06
2021-03-24,1.0630873772216695e-05,5.8821345548782315e-06,7.602704020530426e-06,7.059097324217646e-06,6.283288863735479e-06,6.5856452966956615e-06,6.627424405641303e-06,5.9181394696807875e-06,6.345733852242205e-06,3.976493939627514e-06,4.606129912687651e-05,7.674124275652995e-06
2021-03-26,9.599324292110546e-06,4.695086368252235e-06,6.8659731224983846e-06,6.537147553263646e-06,5.530920464883543e-06,5.420610216025708e-06,6.688956555625882e-06,5.183539775216724e-06,8.019973743693707e-06,3.557378563692009e-06,9.869090044011168e-05,5.6470696225739095e-06
2021-03-29,8.064518685169064e-06,6.317911566817435e-06,7.008060685970323e-06,6.411553355830377e-06,6.225977752453927e-06,6.3139420803000335e-06,4.725013048439767e-06,5.078124880872285e-06,5.866611315004981e-06,4.159597642636397e-06,4.368359488900132e-05,7.647489640519051e-06
2021-03-31,8.312222276387132e-06,3.3463261890502e-06,2.5171381015646585e-06,2.7337051155400976e-06,2.893404318880619e-06,2.8101857022777707e-06,2.2028444715131177e-06,3.3967822158683407e-06,5.16749256414213e-06,1.6665232896953663e-06,4.627741639560996e-05,8.488550446017857e-06
2021-04-01,7.970952634314547e-06,2.9285460630877923e-06,1.4779986716114526e-06,1.5405051137471529e-06,1.8408237895925735e-06,2.120326260118011e-06,1.6574350621086442e-06,4.6574866446741e-06,1.43708391906793e-06,6.968637886822456e-07,1.8809861213621632e-05,3.915170764481018e-06
2021-04-05,6.431359211985607e-06,2.1166282374381223e-06,1.7152602285951288e-06,2.089055235560343e-06,2.141987391803282e-06,2.163809836949501e-06,1.688893284644132e-06,2.43315360781991e-06,3.004215443245888e-06,1.4291000002465766e-06,1.0401477497167981e-05,4.612899617003587e-06
2021-04-07,5.480978038862488e-06,2.8763306400853073e-06,1.994610731019438e-06,2.392382566711324e-06,2.5880567898929228e-06,2.737007250030343e-06,2.6837873684168964e-06,3.255424591779048e-06,2.7387870604655865e-06,1.2939083075081676e-06,1.2255445188961442e-05,3.642028572059963e-06
2021-04-09,4.617509378316876e-06,2.6879887280068005e-06,1.4101665232734462e-06,1.6183837998221779e-06,1.917789187638077e-06,1.8834254339538426e-06,1.37117407893459e-06,3.0270632047560194e-06,1.5375782201639357e-06,8.193330294953953e-07,9.233568705640824e-06,4.508775315361924e-06
2021-04-12,4.565730825225402e-06,2.7621484218681905e-06,1.971162878372931e-06,2.019439693744406e-06,2.145217271619806e-06,2.1602673229384152e-06,1.1616492215316785e-06,2.946771981677087e-06,1.4364540558296989e-06,9.602488010582407e-07,8.808043481206761e-06,3.5233172729945172e-06
2021-04-14,4.370726331202862e-06,2.9748116030688084e-06,5.0445955307781485e-06,5.091988344976743e-06,4.7028494227322846e-06,4.865736032910329e-06,3.962616950040141e-06,2.5955496224165706e-06,4.061464288933076e-06,3.388583874945977e-06,8.616300681404658e-06,5.63328782164036e-06
2021-04-16,3.7523810201024355e-06,2.645000571074846e-06,1.4622047630454905e-06,1.4235597025843663e-06,1.6899565963478578e-06,1.6282350242917435e-06,1.36455030663678e-06,3.212750425876962e-06,2.0518667128843627e-06,5.537810781128784e-07,1.2690653373404204e-05,3.6282262833493096e-06
2021-04-19,3.518998522961627e-06,3.82063725443048e-06,3.489064723220646e-06,4.203819146045313e-06,4.131692056061083e-06,4.1456303706829e-06,3.756966529068924e-06,3.5277680475366705e-06,2.336747878947068e-06,2.121643276030857e-06,1.1941200164395682e-05,4.597064528530268e-06
2021-04-21,3.010505902851664e-06,3.990323646692166e-06,1.787750670657859e-06,1.6103163016802304e-06,1.908201743052742e-06,2.045235326130484e-06,2.2135117581045884e-06,4.787367252075691e-06,1.570719858301358e-06,4.309955417986585e-07,3.0822384128728985e-05,2.7657564600319347e-06
2021-04-23,2.5034133620949634e-06,3.3061889400590245e-06,1.5576940520372012e-06,1.5193475338243513e-06,1.6944982311463354e-06,1.696775910066891e-06,1.2314842995190877e-06,4.089292854484974e-06,2.3153070041133352e-06,4.959523584063109e-07,7.055945101182347e-05,3.3230322827110246e-06
2021-04-26,2.2274168141069234e-06,2.568673704316669e-06,1.926785363279664e-06,3.355040378681497e-06,3.597364040915893e-06,3.6319749075470192e-06,2.665506783526384e-06,3.360144661419195e-06,4.022902246469114e-06,2.7992114658632187e-06,1.310842876940903e-05,3.0516395659455204e-06
2021-04-28,1.94840971875372e-06,2.5308679456237206e-06,5.42734643781542e-06,6.17442356070707e-06,5.109873864500019e-06,5.2872715459711205e-06,4.852004963574941e-06,2.4475957371425397e-06,2.3009600871114283e-06,4.006543776989856e-06,1.387085902305232e-05,4.373529636319787e-06
2021-04-30,1.692534297910862e-06,3.4934495001356967e-06,3.4451307243887736e-06,3.862998815206935e-06,3.851140832800615e-06,4.016130619579691e-06,4.6044075242395054e-06,4.292416690861475e-06,5.288943036464488e-06,3.088242555818238e-06,2.9647386367362162e-05,5.403582435547018e-06
2021-05-03,1.7313163483122687e-06,2.748490851454566e-06,1.8012825097649218e-06,1.923672146786251e-06,2.1010277544906006e-06,2.156175984439424e-06,1.790084311512156e-06,2.693044822694413e-06,1.889980381023931e-06,1.0741839916738957e-06,2.952476021288051e-05,2.635603841963401e-06
2021-05-05,1.975218949159904e-06,3.048611695564522e-06,3.1517440837171144e-06,4.575664223413261e-06,4.146869250997581e-06,4.220960240674631e-06,4.840860690976784e-06,2.821461058843819e-06,3.872765912359601e-06,4.584025674797861e-06,6.33711967816523e-05,6.132216468930137e-06
2021-05-07,2.2518982566002495e-06,3.3459535532423312e-06,3.0945260859306315e-06,3.0779997361891483e-06,3.0281567705292763e-06,2.9827280279993244e-06,3.260826490747304e-06,4.792569386636258e-06,2.526172346668884e-06,1.864788574326416e-06,4.5444294695757374e-05,3.873855783457663e-06
2021-05-10,2.2046911301010502e-06,3.094948621962993e-06,5.004785459522826e-06,4.631736421893164e-06,3.847307331184551e-06,3.844039536970251e-06,4.648726622336154e-06,2.7435319530053992e-06,6.318050813946243e-06,2.970285065263334e-06,2.401263750378779e-05,5.3264974714268415e-06
2021-05-12,5.447525474384489e-06,1.3082832604522361e-05,1.0090185216262813e-05,1.017199234364536e-05,9.307374785169776e-06,9.350691873958047e-06,1.2346656161785032e-05,1.409818238844734e-05,1.1061195427629144e-05,5.102392234175125e-06,0.00011603196918919101,1.5694343224218292e-05
2021-05-14,3.586483245328184e-06,4.861136932414019e-06,3.1245477587632187e-06,3.632051243615211e-06,4.138492352757717e-06,4.039118944994073e-06,4.011320322313598e-06,5.755529213082877e-06,3.356174197113221e-06,2.3987711918138623e-06,8.998567509283141e-05,6.312118094830236e-06
2021-05-17,3.964938979977847e-06,5.681562303008325e-06,4.605682785491024e-06,3.867380037794615e-06,3.8124356793474746e-06,3.7782771695524285e-06,3.5170147355583477e-06,3.362503350334574e-06,5.279303551327203e-06,1.580385634841384e-06,2.414441870277326e-05,5.086268589226257e-06
2021-05-19,6.215549602129502e-06,9.104576698291633e-06,1.3779238605100806e-05,1.2527390040166162e-05,1.044878350952822e-05,1.0507258338735652e-05,8.990171979295771e-06,6.032048909823738e-06,1.0090385393516555e-05,8.361291639056e-06,2.6806678375904693e-05,8.59345389829039e-06
2021-05-21,4.6252362518867856e-06,4.772896082440488e-06,3.5267740166897995e-06,3.944452104744352e-06,4.0968119389150906e-06,3.920482454219898e-06,4.48651215405488e-06,4.389800870093597e-06,5.097720248848163e-06,2.037023711203017e-06,2.9405392962670793e-05,4.886245317866776e-06
2021-05-24,4.3377135364937406e-06,2.8036872266513344e-06,1.637329424488641e-06,1.5218724260706977e-06,1.5808224461225903e-06,1.6130607027100711e-06,1.6285425013623201e-06,3.644813242933933e-06,1.0226098404399151e-06,5.15635831789463e-07,3.2266040334169455e-05,2.4163143651987876e-06
2021-05-26,4.2810830570574155e-06,2.6169728064761193e-06,1.814377798071229e-06,1.7127659380763745e-06,1.7462909059878552e-06,1.8821827663770448e-06,2.013665620150052e-06,3.394941939400585e-06,1.2247854055948649e-06,8.166261193060802e-07,2.2747305114866137e-05,2.520482130570923e-06
2021-05-28,4.199657058981244e-06,1.943247042065461e-06,1.3095111014246685e-06,1.41821362451398e-06,1.5661784477337355e-06,1.5496637547956392e-06,1.2554105581566154e-06,2.828708799318189e-06,2.245941758248874e-06,7.247365610522507e-07,1.759966997286713e-05,1.7115429145169502e-06
2021-06-01,4.066577262128016e-06,2.5742133651096945e-06,1.4349422760436341e-06,1.5169580336797015e-06,1.714583364332897e-06,1.8511629896335017e-06,1.6888720751234314e-06,3.4180010654622742e-06,2.1225778556588955e-06,6.576674346651391e-07,9.347510378797702e-06,2.0985269362228105e-06
2021-06-02,4.008611843605778e-06,2.307539088379506e-06,1.6362703096497589e-06,1.4816948742663882e-06,1.657742552665281e-06,1.7969875660532298e-06,1.584660311530068e-06,3.911220554675033e-06,1.9607567514150587e-06,5.947171598498299e-07,1.5874673162576873e-05,1.6596909127524867e-06
2021-06-04,3.953490894651497e-06,2.853127410984065e-06,1.1467193746176193e-06,9.977584616748457e-07,1.2613632126576602e-06,1.242813287424024e-06,1.0078358029973902e-06,3.830615057113817e-06,7.716028007840987e-07,1.807207634561925e-07,2.2868438207073718e-05,1.5582191041948727e-06
2021-06-07,3.461838925526709e-06,1.9203868978530444e-06,1.1508851362868544e-06,1.011399704682307e-06,1.2742991764913723e-06,1.2745658428009927e-06,1.226401756655719e-06,2.394410855429987e-06,9.540293751650918e-07,2.822835869895484e-07,7.778194154617326e-06,1.5183528356456388e-06
2021-06-09,3.114181259281957e-06,1.7500596219363665e-06,1.1407898083074802e-06,1.182377653549036e-06,1.33170419189935e-06,1.3940437893554358e-06,1.6027374684066394e-06,2.466865836969659e-06,1.2113779027318732e-06,5.155137120056873e-07,1.5718658122845304e-05,2.185139353488852e-06
2021-06-11,2.409107768878366e-06,1.329889346677861e-06,7.782667510243751e-07,8.863371773428569e-07,1.0023380854099634e-06,9.566378339320748e-07,9.494135086932018e-07,1.6600685004223976e-06,5.988308058862836e-07,3.9834553835219003e-07,1.785762748025329e-05,1.4306914059171905e-06
2021-06-14,2.225613736011052e-06,1.4956071415610417e-06,9.451166844953732e-07,9.698331881394832e-07,1.1232678815683896e-06,1.1112564331214369e-06,7.88615013933121e-07,1.6839404441390147e-06,2.0121667480472734e-06,3.70850100192754e-07,7.933885928193246e-06,1.16245972308239e-06
2021-06-16,2.7669861044819113e-06,1.8366607382538607e-06,5.3197054881164514e-06,6.567263837475369e-06,5.5062322946393036e-06,5.509343281213145e-06,4.449741395715643e-06,1.9015293976031132e-06,5.775174067838845e-06,5.436441585948043e-06,1.2017097493752246e-05,8.414630037174141e-06
2021-06-18,2.3690342820047825e-06,4.000958489010845e-06,3.8019483572833134e-06,4.905018887012622e-06,5.293929632877652e-06,5.372877725535971e-06,4.778966915487458e-06,6.435495685823323e-06,7.471100977541671e-06,3.321702512706156e-06,3.521052572305702e-05,7.412860386120796e-06
2021-06-21,2.294662620510475e-06,4.548957405648712e-06,2.1885176270515373e-06,2.2911018910842253e-06,2.500120230261816e-06,2.462257553103845e-06,2.1533965937968253e-06,3.1367538529151014e-06,2.280041817958961e-06,1.0086565057184437e-06,5.657641286351038e-05,2.5686296626428735e-06
2021-06-23,1.867091917932568e-06,1.8447562656919147e-06,1.0072736547362866e-06,1.1080855373644768e-06,1.2253582335328493e-06,1.2735453849487386e-06,1.18174635261575e-06,1.8881426725196233e-06,1.0944220122482756e-06,4.778073159374205e-07,1.2473821543848144e-05,1.748224215143697e-06
2021-06-25,1.7660727229602212e-06,1.3246972258154075e-06,9.533487132583722e-07,1.132312652281631e-06,1.0973660272831618e-06,1.056255594637742e-06,9.271834354765042e-07,1.2843425108585627e-06,2.34759707531434e-06,6.764314162520343e-07,9.86537047264426e-06,2.33630518960138e-06
2021-06-28,1.7399748837646265e-06,1.471144423973719e-06,1.0344856191813324e-06,1.0597804998662e-06,1.0927363002443693e-06,1.0959626365715484e-06,8.640292476139545e-07,1.3592122999668638e-06,7.14134275362768e-07,4.988631109573518e-07,7.92957561245454e-06,1.2940607974870058e-06
2021-06-30,1.5428986290131884e-06,1.4263311232612905e-06,6.937717173366275e-07,7.600712366607378e-07,8.755168018781857e-07,8.429333830316781e-07,6.443485132077189e-07,1.6849437788219666e-06,1.8358083278524217e-06,3.510634755120507e-07,6.7378299913212925e-06,2.95761496882353e-06
2021-07-02,1.3590120327461416e-06,1.2520586826592511e-06,8.554458593470712e-07,8.90986713917467e-07,9.915747471023247e-07,9.810841000822557e-07,8.296522163633107e-07,1.8929797537683127e-06,1.031342831110112e-06,4.32636536256846e-07,7.113728698996114e-06,1.3778262969828482e-06
2021-07-06,1.2232602589996558e-06,1.9047319363543837e-06,1.0120388031227654e-06,1.056353980821391e-06,1.1550001201573946e-06,1.1961460384761892e-06,1.6176212476806565e-06,1.3966729654396797e-06,1.3403601092094725e-06,3.1923430213687965e-07,5.312177046444612e-06,1.7198702870714156e-06
2021-07-07,1.2464585735214712e-06,2.0547419595556217e-06,2.1665271257336156e-06,1.727359934832374e-06,1.646413466865087e-06,1.6973839561638846e-06,2.1940011216049867e-06,1.4602289771394186e-06,1.7275417584192818e-06,5.999347974796733e-07,1.939513744937098e-05,1.5262677363827451e-06
2021-07-09,1.4598703296020704e-06,2.887093262515638e-06,1.2478238508984477e-06,1.4789841286688036e-06,1.6035928837948893e-06,1.5679297317664092e-06,1.992204914344082e-06,2.336424345859266e-06,7.179797481286589e-07,7.19564884900018e-07,5.3123844632803856e-05,1.9751430259772736e-06
2021-07-12,1.2815939322185582e-06,2.1074806573897505e-06,9.410454165489091e-07,9.293959118872286e-07,1.327467724251783e-06,1.3431104434530932e-06,9.683871624502583e-07,2.106207277189998e-06,1.0859937072258355e-06,3.256807312794451e-07,8.6270484649629e-06,1.263772086847099e-06
2021-07-14,1.4172582659331276e-06,2.654502598903681e-06,1.9304969023896732e-06,2.3582348008169575e-06,2.076174292392138e-06,2.1373305845325417e-06,2.6072367175254034e-06,1.922980582866924e-06,2.503471886774086e-06,1.2050385768327813e-06,2.2682318359094218e-05,1.7571513173371765e-06
2021-07-16,1.3234032790923063e-06,2.4906915860820312e-06,3.407155960243175e-06,3.881347551481179e-06,3.5158170940391573e-06,3.4168851387396134e-06,3.3515766323135226e-06,1.510106631608525e-06,3.688097777977657e-06,2.48110173086154e-06,2.879802377078883e-05,4.78567005077403e-06
2021-07-19,2.2614170266811777e-06,7.539565619386644e-06,1.0852014154565483e-05,1.0263193501704519e-05,8.93405760515294e-06,8.798611183539355e-06,8.489906016306131e-06,4.4745174214865074e-06,7.502715872535978e-06,4.706903428288063e-06,2.8492349106400104e-05,8.689034536075723e-06
2021-07-21,1.5804894083362533e-06,2.7309524155519483e-06,1.3685965151113188e-06,1.453581538466697e-06,1.833233246046935e-06,1.909558925768035e-06,2.1743922052777416e-06,2.853942992085276e-06,2.3071835447296983e-06,5.797041619415137e-07,3.2953713487363417e-05,1.9742825045909736e-06
2021-07-23,1.4480966866602334e-06,1.2820126347542628e-06,1.3097160713140918e-06,1.5221072781717655e-06,1.321634059411525e-06,1.2885193597678905e-06,1.5087350256253208e-06,1.3498746016198342e-06,9.180426979635644e-07,8.633376812581193e-07,1.5973305524483033e-05,2.2792774500356254e-06
2021-07-26,1.5276381874029094e-06,1.761112412842339e-06,1.0774749015983061e-06,9.948470584385638e-07,9.76400462894773e-07,9.914614808599133e-07,8.932415405245696e-07,1.770855244917763e-06,1.1682779049367814e-06,3.5673306004600826e-07,1.1230325816204865e-05,1.6772886176765357e-06
2021-07-28,1.8653777472695759e-06,2.8978897669646424e-06,5.140463955961209e-06,4.4741472381006365e-06,3.619207808104883e-06,3.6983132669564085e-06,3.77198492053148e-06,2.435823731454072e-06,1.863779520748804e-06,2.278548670291226e-06,4.3984546141430356e-05,3.4508595725879757e-06
2021-07-30,1.8643005979950357e-06,2.5856498904628732e-06,1.853629356268302e-06,2.019410955409433e-06,2.0087410045659324e-06,2.000764580798844e-06,2.38557448018608e-06,2.4452828233321667e-06,1.9963677845981887e-06,1.01990345768613e-06,1.1082905065354506e-05,4.413091005272754e-06
2021-08-02,1.7003426116950531e-06,1.8522708340589572e-06,1.6382363085103e-06,1.5167365634481459e-06,1.5661676635921582e-06,1.5627687162569675e-06,1.3744891993569952e-06,2.692454043342791e-06,2.886333563969336e-06,6.41257545112926e-07,1.9362248207902516e-05,2.237502751308892e-06
2021-08-04,1.7073257776168686e-06,1.3832019254258666e-06,1.1447618614801502e-06,1.2061576928324962e-06,1.243669193905968e-06,1.2763987370548108e-06,1.7629872951906437e-06,2.1299096495592894e-06,1.2061097883313287e-06,5.472525868244086e-07,2.4713785345180078e-05,1.5913630341224088e-06
2021-08-06,1.4452552935579155e-06,9.949585362641095e-07,7.211770769525728e-07,6.941243982662208e-07,7.998254558867934e-07,7.602909517093222e-07,7.728237636288392e-07,1.4784558538874633e-06,7.473909379148442e-07,2.909075489413965e-07,6.760489450930679e-06,1.5076598416732615e-06
2021-08-09,1.4995732636014257e-06,1.0659336226624626e-06,6.237083869266777e-07,7.027781667573925e-07,7.550466357965746e-07,7.419290977730228e-07,7.112559040060563e-07,1.2396752166805546e-06,5.677163683302096e-07,3.489362265013032e-07,8.611674137111862e-06,1.2443009982891238e-06
2021-08-11,1.3655593284964915e-06,9.733341497873285e-07,6.69914119753982e-07,5.534178710775576e-07,6.783272173635074e-07,7.053825897556933e-07,7.666055074435934e-07,1.6645792307496961e-06,5.710464688961512e-07,1.971614009985302e-07,1.0125398504632119e-05,8.895359463088554e-07
2021-08-13,1.2029089291016313e-06,6.226575725173116e-07,4.923748622313679e-07,4.5953469037132977e-07,5.049515909604395e-07,4.806607716004305e-07,5.372603004651961e-07,7.890198343705582e-07,1.061613402200074e-06,1.8296820174427312e-07,5.7682786243627095e-06,1.0625399066450852e-06
2021-08-16,1.200375501656823e-06,1.1818090995392988e-06,1.0255262732047544e-06,1.084849973655785e-06,1.1003465898540923e-06,1.0960569446986763e-06,7.586170329795026e-07,1.0769151994390438e-06,1.3402906742549795e-06,6.057434101948018e-07,5.470139523228012e-06,1.3628018040262293e-06
2021-08-18,1.2235141046797428e-06,1.562151449465354e-06,2.981662150229828e-06,3.1315655964797768e-06,2.634378146105138e-06,2.6665924371228477e-06,2.4599079581441644e-06,1.6816559328655118e-06,6.497835688925057e-06,1.88124307888779e-06,4.109314446774013e-05,4.527201921216365e-06
2021-08-20,1.815823231753317e-06,3.4253288628124617e-06,1.8071527284190878e-06,1.7602814852430495e-06,2.0013628699261567e-06,1.9467370037132733e-06,1.8345289208075257e-06,4.4875934226220314e-06,1.5933166530449891e-06,7.032782530923419e-07,7.467922962172367e-05,2.307868935588444e-06
2021-08-23,1.5185864445855485e-06,1.408858827224068e-06,9.814342801106304e-07,7.698824630533732e-07,1.055808679276705e-06,1.0618819415205595e-06,1.1306972944533453e-06,1.5999769741083157e-06,1.3180019270376248e-06,2.055135647618521e-07,2.1232113779336402e-05,1.2487957198966899e-06
2021-08-25,1.396047901477475e-06,8.91292218220329e-07,5.498909896153676e-07,6.028649366687426e-07,5.781504487427159e-07,6.068957815692256e-07,8.133536204361608e-07,9.524481518868786e-07,8.333747221416185e-07,2.498270775795492e-07,6.349126392138911e-06,8.837865117672047e-07
2021-08-27,1.5775047587379256e-06,1.2166280488379752e-06,7.688093584625546e-07,9.027472276657732e-07,1.0545536437085531e-06,1.0171766828631493e-06,8.943367174359348e-07,1.62672436647272e-06,8.383894788230674e-07,3.924278562635548e-07,2.6254920609511854e-05,1.0854742555634913e-06
2021-08-30,1.397089924194221e-06,8.688003206701001e-07,6.293660890777032e-07,6.000790771305117e-07,7.381503014496814e-07,7.426063901196776e-07,7.271341209828799e-07,9.788515651615485e-07,4.464508843039954e-07,1.8058646784512201e-07,1.627329541670854e-05,9.285652198237479e-07
2021-08-31,1.366434661307644e-06,1.7233741272306578e-06,1.2362688373320376e-06,1.534963922512232e-06,1.6715073534930137e-06,1.7632531835064957e-06,1.869339498252075e-06,2.0694383082411173e-06,2.020549656078199e-06,8.540926614093538e-07,6.368357716825094e-06,1.7318309471566166e-06
2021-09-01,1.3597120704281112e-06,1.0630346547290488e-06,1.0901670189527085e-06,1.445700000946999e-06,1.4412762482269628e-06,1.4729417914105871e-06,1.2265429878022922e-06,1.885152574110259e-06,1.4135333534057977e-06,8.652639780089489e-07,1.2828517439468661e-05,1.0781115957326057e-06
