,quarter,pick_E1 ratio of sums | expanding,score_E1 ratio of sums | expanding,pick_E1 ratio of sums | rolling 126,score_E1 ratio of sums | rolling 126,pick_E1 ratio of sums | rolling 252,score_E1 ratio of sums | rolling 252,pick_E1 ratio of sums | ewma hl 63,score_E1 ratio of sums | ewma hl 63,pick_E2 relative ratio of sums | rolling 126,score_E2 relative ratio of sums | rolling 126,pick_E2 relative ratio of sums | rolling 252,score_E2 relative ratio of sums | rolling 252,pick_E2 relative ratio of sums | ewma hl 63,score_E2 relative ratio of sums | ewma hl 63,p26_pick_rolling 252,E1_expanding_score_10:00,E1_expanding_score_10:30,E1_expanding_score_11:00,E1_expanding_score_11:30,E1_expanding_score_12:00,E1_expanding_score_12:30,E1_expanding_score_13:00,E1_expanding_score_13:30,E1_expanding_score_14:00,E1_expanding_score_14:30,E1_expanding_score_15:00,I_10:00,R_10:00,I_10:30,R_10:30,I_11:00,R_11:00,I_11:30,R_11:30,I_12:00,R_12:00,I_12:30,R_12:30,I_13:00,R_13:00,I_13:30,R_13:30,I_14:00,R_14:00,I_14:30,R_14:30,I_15:00,R_15:00
2023-01-06,2023Q1,10:00,1.1243462889041616,15:00,1.3236468402499457,14:00,1.193425834602424,15:00,1.2879727291955796,15:00,1.381061354296468,15:00,1.239922392306514,15:00,1.343839842766427,15:00,1.1243462889041616,1.0777884267276376,1.0624320365806494,1.0750193152387906,1.036010824495634,1.0561170426589848,1.038984532350394,1.022566238550614,1.0185589425276753,0.9674126354693947,0.9584272531644548,0.00011232194866362067,9.767072626880855e-05,7.25938230415735e-05,6.539409276845753e-05,5.806024333639436e-05,2.614650234649489e-05,5.15706979666035e-05,2.612161337228092e-05,4.011347122670283e-05,2.027889569521083e-05,3.7211576381066796e-05,1.7114989335746233e-05,3.150509938351496e-05,1.6924221872894615e-05,2.4951260072903628e-05,1.3920650816642798e-05,2.139849352697952e-05,1.135659431993237e-05,1.8665758864488597e-05,4.735393320348474e-06,1.225485883084316e-05,6.221727517405436e-07
2023-01-09,2023Q1,10:00,1.1243890294572527,15:00,1.3212362864927925,14:00,1.193973837731886,15:00,1.2950028939054563,15:00,1.3775701475047326,15:00,1.2409017251211485,15:00,1.35021823561317,15:00,1.1243890294572527,1.077829218478368,1.0630890202290582,1.075589808978065,1.0365129535497601,1.0566698571623716,1.0394244615749506,1.022936222753595,1.0189382165323158,0.9680606990408722,0.9591063575862321,5.467145106673548e-05,5.6566374163248684e-05,4.6153040188365795e-05,5.637477285220823e-05,3.575776443581672e-05,4.788985969645361e-05,2.9533615267782848e-05,4.2223212384269e-05,2.621496513058675e-05,4.195098333694593e-05,2.6775129626382016e-05,4.057346498791507e-05,2.5033428046074736e-05,3.848035582057317e-05,1.9817574703145946e-05,3.7831534787819264e-05,2.256661545814827e-05,2.2405753963336473e-05,1.6441849894062483e-05,2.2297439244040608e-05,1.1387241856551875e-05,3.804195585637223e-06
2023-01-10,2023Q1,10:00,1.1242368667236107,15:00,1.3192056843042692,14:00,1.1949963149022234,15:00,1.2990029576994517,15:00,1.374806964062826,15:00,1.2443570878587649,15:00,1.3537527421474556,15:00,1.1242368667236107,1.077547466774449,1.0627605932656827,1.0752044928494713,1.0360595952367149,1.056205365279746,1.038952149351999,1.022285186885984,1.018928061185138,0.9678242825902413,0.9595570278504816,8.031141659325502e-05,1.6554337788618648e-05,6.49178364574116e-05,1.628568849583095e-05,5.263879697218273e-05,1.620310135160824e-05,4.734888360627786e-05,1.5427919970336523e-05,4.025259181959567e-05,1.5376845097408756e-05,3.568159626186243e-05,1.532692550495663e-05,2.8307297650450293e-05,1.150496060427855e-05,2.094798324023752e-05,1.1355231595285134e-05,1.7083550768594718e-05,9.058278864137686e-06,1.3626399146454495e-05,8.094188249503258e-06,9.686355183048134e-06,6.918587911954472e-06
2023-01-11,2023Q1,10:00,1.125287778126698,15:00,1.312838151239073,14:00,1.1965350626683469,15:00,1.2994386849311304,15:00,1.3679181459412322,15:00,1.2455140603683255,15:00,1.3539565063505001,15:00,1.125287778126698,1.078460730102192,1.063527971114506,1.0759505405945569,1.036697882400262,1.0567675871044333,1.0394681533867614,1.0226070915662617,1.0192306852094584,0.9680904413938785,0.9597344366944851,4.8410924284360514e-05,3.940811379769071e-05,4.035412822299118e-05,3.60887869089727e-05,4.0823559171628324e-05,2.1880958173057628e-05,3.2241243659602374e-05,1.5213329775644089e-05,2.4759757146334763e-05,1.504225634842536e-05,2.3917267471443382e-05,1.1947420265532947e-05,2.072789478607486e-05,1.1469030825528377e-05,1.6975567666152233e-05,8.825713894911603e-06,1.4088478637231664e-05,8.532307889587427e-06,9.822881576456255e-06,8.313023788844622e-06,6.3773544160847905e-06,6.802495853978405e-06
2023-01-12,2023Q1,10:00,1.1253569764841393,15:00,1.3275706048211844,14:00,1.1968198444790552,15:00,1.2978937739446585,15:00,1.3832813822923347,15:00,1.2450859681743827,15:00,1.3523591793693,15:00,1.1253569764841393,1.0784883538598136,1.0639080817347741,1.0763353574119006,1.036938326353341,1.0570931469894793,1.0397459042952117,1.022881026563036,1.0194383854162767,0.9681719730534539,0.9597256363135402,0.00011567225873330212,9.890547578244312e-05,7.871187530354405e-05,6.642403677048172e-05,6.798180904657289e-05,6.51455618706303e-05,5.990337193972608e-05,6.490920663854301e-05,4.359960237978308e-05,6.210889860265348e-05,3.668481572852037e-05,4.853625894379386e-05,2.652181507755213e-05,4.85080921145163e-05,2.9094012248495142e-05,3.2795426044465915e-05,2.1120844487320917e-05,6.8799313408460095e-06,1.8103685796715053e-05,3.312536835124694e-06,1.4050768092077403e-05,3.1944805814504016e-06
2023-01-13,2023Q1,10:00,1.1254312044713428,15:00,1.331679714756812,14:00,1.1972442118852145,15:00,1.3041648460965807,15:00,1.386639544624073,15:00,1.2454909154316536,15:00,1.3579891082416415,15:00,1.1254312044713428,1.0786244755019618,1.06387938351781,1.0760942464038774,1.036393462720058,1.05667213950268,1.0389927913838883,1.0227278091243102,1.019981641987458,0.9688560712084728,0.9603647320745055,5.936171209421863e-05,3.4567842416249534e-05,4.577691131317653e-05,1.5294450671938522e-05,3.871437315094984e-05,1.5046709133764177e-05,3.4364514177394155e-05,1.4185050517146793e-05,2.9860691223143182e-05,1.398874973552753e-05,2.1628281654640915e-05,1.1339140048353835e-05,1.9501993806347307e-05,1.106322752877842e-05,1.6772549982748157e-05,1.0645989333392516e-05,1.4480690719962702e-05,3.0049947563114833e-06,1.1338059264979685e-05,3.0000658482519466e-06,8.326195892855452e-06,2.919850571374889e-06
2023-01-17,2023Q1,10:00,1.1257786317118108,15:00,1.3267078506363128,14:00,1.1974350903728075,15:00,1.307051782729934,15:00,1.381000579713307,15:00,1.2453780183659846,15:00,1.3605401285592913,15:00,1.1257786317118108,1.0791877039561308,1.0643702532818287,1.0765564281456097,1.0367956830416591,1.0569497887805592,1.0392448735005941,1.0229302647204386,1.0204211990559686,0.9692432157136798,0.9606859476566872,4.3453849904511425e-05,3.4904580089096065e-05,3.47690715780918e-05,2.6514215685464688e-05,3.728281007160125e-05,1.395049550557337e-05,2.919090905360804e-05,1.1840940359330465e-05,2.409928579234317e-05,1.0138544064614128e-05,2.2053838987268308e-05,8.06465182973793e-06,1.778208703114479e-05,6.606985906042025e-06,1.4604318229296165e-05,6.599305792068702e-06,1.1672306991023723e-05,4.997275842325522e-06,1.0669931850177341e-05,9.797213304622233e-07,6.6151253638154464e-06,5.021513070224464e-07
2023-01-18,2023Q1,10:00,1.1258492203231485,15:00,1.3277820782689211,14:00,1.197863905837143,15:00,1.310900041510935,15:00,1.3816057444365217,15:00,1.2458098995233673,15:00,1.3640393686401027,15:00,1.1258492203231485,1.0793060459943171,1.0648550930046392,1.0769542118620818,1.0371513329527413,1.0573391202595168,1.0395884451081796,1.0232004040864335,1.0206742415040535,0.9696895231083271,0.9610426734368044,3.9750670185762027e-05,7.708174589369023e-05,3.2902676199508447e-05,7.695089373448727e-05,3.33607109298814e-05,4.631653965737719e-05,3.5436337046798136e-05,2.541356684613948e-05,2.987982482231105e-05,2.3653378547650005e-05,2.539303167850108e-05,1.4996607581590781e-05,2.2253583829070577e-05,1.4179264967383933e-05,1.914726161788028e-05,1.4169493051351755e-05,1.6276788773479598e-05,1.362984598843063e-05,1.1336549703180994e-05,1.3514789285307911e-05,8.16151384092119e-06,1.1334018878939954e-05
2023-01-19,2023Q1,10:00,1.1250520207606165,15:00,1.3188027462905971,14:00,1.1983531154883966,15:00,1.3065597970852776,15:00,1.3724891350550876,15:00,1.244493383230231,15:00,1.3597477946138465,15:00,1.1250520207606165,1.0783432605763283,1.064510524686824,1.0771492428018234,1.0372912191093435,1.0576134215168325,1.0398248083529245,1.0233602365479868,1.0207652460315766,0.9696083686007507,0.9608839244018236,6.217398350196939e-05,3.893157210968433e-05,4.994335193887231e-05,3.8442669056725396e-05,4.187478994736479e-05,3.0418898964388975e-05,3.52272888383745e-05,3.029677243890617e-05,3.0168637450649245e-05,3.029528301479842e-05,2.6616541085061214e-05,2.8129216276644544e-05,2.3285968739375198e-05,2.7857881893004967e-05,2.0597272656485307e-05,2.5948585273892694e-05,1.583942111060307e-05,2.2486507919915177e-05,1.4253199843365474e-05,1.7915975784954527e-05,1.0237651464595022e-05,1.7749274681969467e-05
2023-01-20,2023Q1,10:00,1.1253632580835673,15:00,1.3058981914596337,14:00,1.19694306797824,15:00,1.2981690012148632,15:00,1.3596194121381002,15:00,1.2424499256218433,15:00,1.3515722633131582,11:00,1.1253632580835673,1.0785061095035582,1.0647153550958353,1.0772118890682612,1.037258380099044,1.0575233707400087,1.0396462260501524,1.0231556025707682,1.0204917550761488,0.9694653997883159,0.960488045258205,5.3387329771542094e-05,6.315333344520138e-05,4.0023285475861435e-05,5.374948611786659e-05,3.781126642932216e-05,5.321750688363982e-05,3.2132295298148086e-05,3.5442891062476196e-05,3.1171705174214185e-05,3.3379580562827434e-05,2.5041327722186143e-05,3.2793563935120995e-05,2.2412066874855823e-05,3.258405186757157e-05,2.0366570395598068e-05,3.2179480162693546e-05,1.6237708755813398e-05,1.1288876129506724e-05,1.2627780106008237e-05,9.984866708929636e-06,9.377633982732933e-06,8.834877352362372e-06
2023-01-23,2023Q1,10:00,1.1250640428330474,15:00,1.307083720262525,14:00,1.1969349811938053,15:00,1.2968070085295316,15:00,1.3607803760697397,15:00,1.2416345542267806,15:00,1.3500814839942004,11:00,1.1250640428330474,1.078162197555562,1.064309113871612,1.0770659230045998,1.0371682439331567,1.0572466177017779,1.0392862515049754,1.0227247213379171,1.020673035712207,0.9696004903534216,0.9605398073403266,4.305708984752231e-05,5.060577722088117e-05,4.1064550901147785e-05,3.944324174319125e-05,3.8634495670661664e-05,3.6557403010422176e-05,3.61149566899018e-05,3.1011293883517495e-05,3.145895738722134e-05,2.8223910300741867e-05,3.1012063327375754e-05,2.6675255757133765e-05,2.4526907553909206e-05,2.5253610117188322e-05,1.8927171185022046e-05,2.4455573454983168e-05,1.4798414491236111e-05,2.4336772722497363e-05,1.614429233897874e-05,1.3061696641450144e-05,1.4607223381784432e-05,5.038181869595071e-06
2023-01-24,2023Q1,10:00,1.124829420546782,15:00,1.3125105811946123,14:00,1.1954547820641241,15:00,1.3021051300828717,15:00,1.3656244063340426,15:00,1.2422339020369964,15:00,1.3547978741896882,11:00,1.124829420546782,1.0781342076460736,1.0643032160985455,1.077131377826615,1.03722528905889,1.0573272317082367,1.0392323216618389,1.0225161421004714,1.0202875301607655,0.9697598597520247,0.961106564225802,6.327719199354359e-05,2.2081349993559936e-05,5.184090854287332e-05,1.7727077088854646e-05,4.051158989556301e-05,9.015845139410543e-06,3.335046467500245e-05,8.74012448217563e-06,3.011233927043537e-05,6.395528746861026e-06,2.444564597587513e-05,5.891595170022674e-06,2.2724792644076597e-05,5.244311411047685e-06,1.7877534244581965e-05,4.021615223896625e-06,1.547407741276332e-05,3.3474474034357506e-06,1.3142330795611205e-05,2.400814797333526e-06,8.816485866118058e-06,8.778878302419379e-07
2023-01-25,2023Q1,10:00,1.1254790538319766,15:00,1.3142845413988233,14:00,1.1959788560200133,15:00,1.307193316285258,15:00,1.36681231322129,15:00,1.2423875765578472,15:00,1.3594376744001337,11:00,1.1254790538319766,1.0787607300934943,1.064968832867113,1.0777085902935575,1.037837876152745,1.057849785827938,1.0397742453358478,1.0229879869577125,1.0207504209653233,0.9702550941777291,0.961569140609606,6.607427266941694e-05,4.1026671900410326e-05,5.335350317264776e-05,3.974612142036569e-05,4.7339425162979166e-05,3.9722402288785526e-05,3.9904962889161345e-05,3.0606075248043085e-05,3.5161799347092265e-05,2.276920474212986e-05,3.084362740566509e-05,2.079164707051817e-05,2.538426390332761e-05,1.882819383409636e-05,2.324218360823737e-05,3.444601276344042e-06,1.828156529309255e-05,3.2046932040826894e-06,1.4039104885404031e-05,2.4231203730855273e-06,9.456264399293443e-06,1.0889609054816043e-06
2023-01-26,2023Q1,10:00,1.125815127763774,15:00,1.3284020343876008,15:00,1.210976949552913,15:00,1.3125748165741353,15:00,1.3807934719458181,15:00,1.2587372070612435,15:00,1.3643420374627533,12:30,1.125815127763774,1.0789611366070864,1.0650771710991385,1.0778753532417107,1.038138555992898,1.0581034829448728,1.0399563145607955,1.0236638080742853,1.021326544300899,0.9707902915915839,0.9620570066250479,8.676108827006978e-05,5.912435170438162e-05,5.863459140745893e-05,5.07824116169986e-05,5.627557407930489e-05,1.7432471804809168e-05,4.788189388143622e-05,1.4695134668495692e-05,3.868180178214425e-05,1.195882072069439e-05,3.3707229146508105e-05,9.408582087942509e-06,2.8932238790048773e-05,9.295012935849008e-06,2.2733236481016153e-05,9.20509864563006e-06,1.9117150760773847e-05,6.856205909395202e-06,1.3538623100074512e-05,6.752785976942146e-06,9.39706447995551e-06,5.633401665254893e-06
2023-01-27,2023Q1,10:00,1.1261559007072857,15:00,1.3223583695234984,15:00,1.2110831762983287,15:00,1.3139262663639013,15:00,1.374181952196992,15:00,1.2585458540095076,15:00,1.3654193926306644,12:30,1.1261559007072857,1.079034562880709,1.065888034791996,1.0786471997039646,1.038823268798807,1.0587842440289705,1.0405601679451295,1.0241198568689136,1.021791405486385,0.9711099488529398,0.9622876849818613,6.745955177166977e-05,5.259999741924461e-05,5.159142803727499e-05,5.000523514828364e-05,4.7421623218395577e-05,3.596430510851706e-05,3.9230031123829976e-05,3.188142328994851e-05,3.129408244448599e-05,2.6775374435725684e-05,2.7315343355115846e-05,2.671014153554047e-05,2.350792914356159e-05,2.5339927657210507e-05,2.0460954694092865e-05,2.4362047656378137e-05,1.6451961549866313e-05,2.351979770800432e-05,1.1950957110193681e-05,2.1299364415204037e-05,9.401525644547678e-06,2.0301870180774582e-05
2023-01-30,2023Q1,10:00,1.1262945257361883,15:00,1.3358218700836217,15:00,1.208093565638528,15:00,1.3023024286556668,15:00,1.3890205341192523,15:00,1.2562054922069918,15:00,1.3541661920259294,12:30,1.1262945257361883,1.078989393311683,1.0660833001469918,1.078763727085481,1.0389138996890714,1.0587566089893248,1.040470604016886,1.0239661895346515,1.0215007971401069,0.9707105738334323,0.9617005920870978,5.9424311856485154e-05,1.9429409578034604e-05,4.854254358346559e-05,1.7608486726212636e-05,4.281805309819958e-05,1.3185853381624828e-05,3.6679945382827705e-05,1.2730068237095677e-05,3.0580784655559855e-05,1.2678310046765203e-05,2.7924215020100695e-05,1.2067318833500183e-05,2.678969700683543e-05,8.761976660113624e-06,2.2221834341424613e-05,7.184054302972329e-06,1.8166932310981216e-05,6.070293325998881e-06,1.572229841586281e-05,2.790344057517649e-06,1.1321667701829767e-05,2.6363884354508866e-06
2023-01-31,2023Q1,10:00,1.1269271356651862,15:00,1.3357193432148218,15:00,1.2070320571410178,15:00,1.3076597632100389,15:00,1.388179345463849,15:00,1.2544379023538783,15:00,1.359017733331108,12:30,1.1269271356651862,1.0795532279238755,1.0667011026195845,1.0793158931520925,1.0393672459211383,1.0591902834973743,1.0410239451682533,1.0244749772149584,1.0219594354533925,0.9713056312175733,0.962209492296186,5.581339517648835e-05,6.451646291364413e-05,4.359830217384915e-05,5.096713721243915e-05,3.721494747685257e-05,5.06486465871467e-05,3.292384104146134e-05,5.022535311770806e-05,2.9211828152617014e-05,5.016295589907725e-05,2.4574793413395885e-05,4.933968620834086e-05,2.114538240553826e-05,4.889808374591807e-05,1.810662350243685e-05,4.889758875211891e-05,1.4798093290544512e-05,4.71540705429155e-05,1.3098647175795287e-05,4.710147703619152e-05,9.733611160356941e-06,4.691746857117324e-05
2023-02-01,2023Q1,10:00,1.1266427960361103,15:00,1.3064934435747813,15:00,1.2190888389320076,15:00,1.2733214963567643,15:00,1.3606981416340074,15:00,1.2696672346726516,15:00,1.326149933867702,11:30,1.1266427960361103,1.0793354223043212,1.0663403613746611,1.0788043378047196,1.0387710171358628,1.058398786767392,1.0400936317878802,1.0233819997036415,1.0206819145854047,0.9698158429265561,0.9601640537304373,0.000273905994875191,0.00017577235407317612,0.0002532761004182242,0.000173629560974813,0.00025419465192779296,0.00015969339348243192,0.00025015636055078424,0.00015184707017364547,0.00024332839923052363,0.00014942571781203134,0.00024889940377645185,0.00014865998149173547,0.00025165947239402586,0.00014858500945368904,0.00025560724504128027,0.000147548023834509,0.0002310866273934224,0.00014733350564942886,0.0001773764163377069,0.0001473268946028379,6.857720642150777e-05,2.9786837776116007e-05
2023-02-02,2023Q1,10:00,1.1279161921879701,15:00,1.316357814743234,15:00,1.225567277115741,15:00,1.2935308653736846,15:00,1.3676881352908012,15:00,1.2733572932362676,15:00,1.3439710672809102,11:30,1.1279161921879701,1.0805872223679085,1.0681346372819687,1.0808719105765965,1.0410535852090583,1.0610052602143685,1.0431156611965764,1.0269384264638046,1.0237523306975618,0.9713793117527647,0.9624692799307986,6.134357809744685e-05,0.0001242194555519889,5.029827454959554e-05,0.00011707756520167415,4.186495463292875e-05,9.411041095262901e-05,4.182079658455306e-05,9.402091847589684e-05,3.856181913642381e-05,9.134385757150533e-05,2.9453854180686195e-05,8.91158805649163e-05,2.7519702377661937e-05,8.891344480104319e-05,2.3966262491913985e-05,8.891287112368754e-05,1.750205837666389e-05,7.769651393257595e-05,2.7611420497011157e-05,4.213832493808082e-05,2.610564680426316e-05,2.4296116190817658e-05
2023-02-03,2023Q1,10:00,1.126597005635188,15:00,1.3131019315015848,15:00,1.221830250795465,15:00,1.2900392841419435,15:00,1.3640831962751974,15:00,1.269267886846294,15:00,1.3401251401866405,11:30,1.126597005635188,1.0791420888989391,1.0668828177377412,1.0794430654510028,1.0395925182436467,1.0591567209046306,1.041091559815686,1.0246558908312113,1.0213990108917996,0.9707767259853243,0.9626259857809089,9.441125369138359e-05,8.104480950794175e-05,7.171278864876006e-05,6.998700995145321e-05,6.14773113566624e-05,6.759040322184836e-05,4.8655546614451044e-05,6.484044150815042e-05,4.983400031093107e-05,4.966105789685782e-05,3.95885419041461e-05,3.7951877096637313e-05,4.128756619939574e-05,1.280702878066613e-05,4.2739476672026156e-05,5.710639420428954e-06,3.587348605696728e-05,5.697753145935938e-06,2.615233812549824e-05,4.489809174113999e-06,2.1536072774539665e-05,1.7839313186001604e-06
2023-02-06,2023Q1,10:00,1.1266489621610105,15:00,1.317858386857275,15:00,1.224814113181232,15:00,1.3027827483578773,15:00,1.3674033776215881,15:00,1.2708610970838632,15:00,1.351760969294971,11:30,1.1266489621610105,1.0790698820258486,1.0666562089502574,1.078934089026091,1.0395462308540364,1.059139462129551,1.0419586784615171,1.0259059611620593,1.0225387758302693,0.9717623914755752,0.9637670993247875,6.204683620423328e-05,5.210320963456763e-05,5.341885125392624e-05,3.849788767561891e-05,4.573716327727962e-05,2.5355159384348917e-05,4.0385879339246424e-05,2.2064969382113586e-05,3.560542236851209e-05,1.2040789155478545e-05,3.0760051879141564e-05,1.2010931126125747e-05,2.67406862555178e-05,1.140093432721264e-05,2.2961300049926873e-05,1.1104025507660929e-05,1.9125267263274606e-05,1.075744097234172e-05,1.4773934860115675e-05,9.754362371347615e-06,1.092704161243006e-05,9.560872962684839e-06
2023-02-07,2023Q1,10:00,1.1267048572703497,15:00,1.3138149469464817,15:00,1.225975272616359,15:00,1.3017652609959847,15:00,1.3630685410824914,15:00,1.271935846164842,15:00,1.3505671245875586,12:30,1.1267048572703497,1.079294623863135,1.0670543258502396,1.0793293829642028,1.040142000797563,1.059650966357676,1.0424195033814572,1.0262978874472997,1.022846797758882,0.9720017634459198,0.9638656511748891,0.00013510907837162832,0.0003326391677552558,0.00013118161220699085,0.0003316095374075999,0.00012261381206758897,0.00033143538002389954,0.0001154218788143969,0.0003247421592120714,0.00012308084726762118,0.00032362315505065964,0.00011385199058949215,0.00032264376568731326,7.141890577306862e-05,0.00020435054485499704,4.4727310278470926e-05,8.552699913289578e-05,3.2879577122995343e-05,8.064708696045769e-05,2.7309325238189335e-05,2.143755082910759e-05,1.6764998544400443e-05,8.364541912429501e-06
2023-02-08,2023Q1,10:00,1.122721754199687,15:00,1.3162688459279497,15:00,1.228238424997212,15:00,1.3056976245637857,15:00,1.3649056019338632,15:00,1.273622415341193,15:00,1.35394376894369,12:30,1.122721754199687,1.0750312062240996,1.0621678072798573,1.0737674567363702,1.0346776659925885,1.0532433991418408,1.0380563851201055,1.0248437990533572,1.0209718787642224,0.9722940597598627,0.9643662126252521,6.158068449896317e-05,3.3146663775737016e-05,5.565627215105389e-05,2.9467324033247765e-05,4.917690003773981e-05,2.4292882074674333e-05,4.685510615277565e-05,7.926356880676087e-06,4.379969961226162e-05,5.246155731814626e-06,3.9593724164674595e-05,4.902441901947638e-06,3.6275055444839415e-05,4.677210765509525e-06,3.261135820429712e-05,4.467853408654456e-06,2.711564576777551e-05,3.984320365771769e-06,1.9885876563901932e-05,3.7177176558414686e-06,1.3963406586980962e-05,3.624429984909585e-06
2023-02-09,2023Q1,10:00,1.1231264640134806,15:00,1.3150473735627768,15:00,1.2480052907178945,15:00,1.3119279504861263,15:00,1.3627883118408977,15:00,1.2933123608301387,15:00,1.3595556425135344,12:30,1.1231264640134806,1.075481851390963,1.0626618989220353,1.074674488576442,1.035659467612445,1.054210711704713,1.039024384194244,1.0257905275787529,1.0218427950500217,0.9730287956971346,0.9649681921518457,6.161956083572046e-05,5.43970119584199e-05,5.551286585189167e-05,4.796344483270312e-05,4.651484553230783e-05,4.524658243671134e-05,4.2819572972826836e-05,3.2875674872107355e-05,3.7938072880183376e-05,3.277014771313514e-05,3.009786255511335e-05,3.275037279996704e-05,3.1241457163538635e-05,2.417727759761678e-05,2.7582486902303037e-05,2.3544586078616014e-05,2.2119925522238746e-05,2.2032404531694402e-05,1.9529343571950372e-05,1.6105589690280875e-05,1.2734445439489939e-05,1.6043541620420875e-05
2023-02-10,2023Q1,10:00,1.1231351734129644,15:00,1.307494199854138,15:00,1.2447473881629565,15:00,1.3063162207060355,15:00,1.3551825796477535,15:00,1.2901471965907476,15:00,1.3539616359365882,12:30,1.1231351734129644,1.075555627974199,1.0626288067691718,1.0748515021001468,1.035761712129402,1.0540864240526566,1.0392128128328744,1.0259062980306686,1.021827929438479,0.9732028862035139,0.9648103654003501,9.125258394432218e-05,4.083973002044841e-05,7.184206751400408e-05,3.3357750698657594e-05,6.490374447059281e-05,2.814198420215823e-05,5.8487392312733946e-05,2.7650105617289025e-05,4.6709935746875076e-05,2.526885086731972e-05,4.081714640382395e-05,2.4158185331767678e-05,3.5621832549128355e-05,1.7851846522926168e-05,2.9605568377625576e-05,1.4827158000225505e-05,2.395200502121173e-05,1.0938016937436613e-05,1.8667125280978513e-05,1.037078225391135e-05,1.3292570010332052e-05,5.31778991794342e-06
2023-02-13,2023Q1,10:00,1.1238877880129248,15:00,1.3105967780947052,15:00,1.2433086987446844,15:00,1.3106314769497287,15:00,1.35773861994168,15:00,1.2880302050255084,15:00,1.3577745669059338,11:30,1.1238877880129248,1.076230507546896,1.0633675000817797,1.0755310302350518,1.0362864171258754,1.0545170567984585,1.0397380331534265,1.0263918005055015,1.0223100722355623,0.973589600252509,0.9652791478753107,4.9155669871308745e-05,1.487265411568179e-05,4.156881740490577e-05,1.3067325304935432e-05,3.715147155466006e-05,1.126047799532074e-05,3.352333116301896e-05,1.1050644329206767e-05,2.8615215774216897e-05,1.071815713563778e-05,2.4910053877849997e-05,1.0241909182004088e-05,2.2372104663333388e-05,1.0241697847416918e-05,1.7595509383023575e-05,9.953040088495914e-06,1.4549863259368815e-05,9.045374973723649e-06,1.3095435652433412e-05,4.0792733432026395e-06,9.887007954995282e-06,4.008242618850902e-06
2023-02-14,2023Q1,10:00,1.1244256235984191,15:00,1.3080731027199652,15:00,1.2449120188477114,15:00,1.3138085373699362,15:00,1.3546392177192677,15:00,1.2892296614268102,15:00,1.360578828197735,12:30,1.1244256235984191,1.0767465314133715,1.0638987681877532,1.0760420144225096,1.0367336051217366,1.0549127224923085,1.0400986337586529,1.02664062857083,1.0225101295561376,0.974001028693006,0.9656247107051107,8.478604636393575e-05,7.521301678673989e-05,6.459171101318796e-05,7.517847212556156e-05,7.671575145427158e-05,2.5571248627211344e-05,6.492783051724281e-05,2.364246383238416e-05,5.843261123768217e-05,2.2911881836005915e-05,4.331605744320019e-05,1.7657676023931174e-05,3.66465376566743e-05,1.5853805705054953e-05,3.224654560594445e-05,3.5615261075820006e-06,2.674341775868262e-05,3.5319935554350317e-06,1.7721494253135024e-05,3.5149286790022565e-06,1.1577706451454072e-05,1.0391689893180308e-06
2023-02-15,2023Q1,10:00,1.124429177104146,15:00,1.3138887512550463,15:00,1.2466833647272813,15:00,1.320883016049899,15:00,1.359806885173046,15:00,1.2902527869026428,15:00,1.3670455873962586,13:30,1.124429177104146,1.0764401028108188,1.0649429242183102,1.0769739967476448,1.0376188509806643,1.0556047001768851,1.0407183409943708,1.0276045007085486,1.0233827238732836,0.9746456710772378,0.9662318712909325,5.997815032078409e-05,4.1731411474585325e-05,4.779248300864208e-05,3.982572803909152e-05,4.236483701850386e-05,3.959205550574823e-05,3.253382878043829e-05,2.7826581702036923e-05,2.921120366398256e-05,2.781896691295239e-05,2.845896148392056e-05,2.008294089810408e-05,2.3547035953821585e-05,1.8557289022033945e-05,1.7880805031440386e-05,1.4464545464256094e-05,1.5495583554954308e-05,1.2280940268889756e-05,1.1650875374376405e-05,1.1930500198873175e-05,8.737059874498478e-06,8.338030562860022e-06
2023-02-16,2023Q1,10:00,1.1246451847703627,15:00,1.3096236620287007,15:00,1.2466580350512013,15:00,1.319297821152165,15:00,1.3553379490262922,15:00,1.2901744167832652,15:00,1.3653497985103182,13:30,1.1246451847703627,1.07653225372835,1.064947171437043,1.0770345036051687,1.0376276698183176,1.0558080501944462,1.0408484406919247,1.027706163695376,1.0234931047220583,0.9746467014224868,0.9662709311500989,7.693427599560093e-05,8.308469063276604e-05,5.445842487016467e-05,6.745118712806231e-05,4.368922241436438e-05,6.326872984289257e-05,3.959876855974956e-05,6.325401299889248e-05,3.334973624533128e-05,6.323809800359136e-05,2.8027077083303436e-05,6.186686227884556e-05,2.4275099769899818e-05,6.165275465854735e-05,2.358918556626996e-05,5.912462544808505e-05,1.4920171813502092e-05,5.6511178037107885e-05,1.1886429519941188e-05,5.566056308510946e-05,9.858463121348938e-06,5.5075478742415127e-05
