,quarter,pick_E1 ratio of sums | expanding,score_E1 ratio of sums | expanding,pick_E1 ratio of sums | rolling 126,score_E1 ratio of sums | rolling 126,pick_E1 ratio of sums | rolling 252,score_E1 ratio of sums | rolling 252,pick_E1 ratio of sums | ewma hl 63,score_E1 ratio of sums | ewma hl 63,pick_E2 relative ratio of sums | rolling 126,score_E2 relative ratio of sums | rolling 126,pick_E2 relative ratio of sums | rolling 252,score_E2 relative ratio of sums | rolling 252,pick_E2 relative ratio of sums | ewma hl 63,score_E2 relative ratio of sums | ewma hl 63,p26_pick_rolling 252,E1_expanding_score_10:00,E1_expanding_score_10:30,E1_expanding_score_11:00,E1_expanding_score_11:30,E1_expanding_score_12:00,E1_expanding_score_12:30,E1_expanding_score_13:00,E1_expanding_score_13:30,E1_expanding_score_14:00,E1_expanding_score_14:30,E1_expanding_score_15:00,I_10:00,R_10:00,I_10:30,R_10:30,I_11:00,R_11:00,I_11:30,R_11:30,I_12:00,R_12:00,I_12:30,R_12:30,I_13:00,R_13:00,I_13:30,R_13:30,I_14:00,R_14:00,I_14:30,R_14:30,I_15:00,R_15:00
2022-09-06,2022Q3,10:00,1.1418695459332573,14:00,1.3371183039572778,14:00,1.2088278044530596,14:00,1.2925282157531772,15:00,1.4000265702916905,14:30,1.2294003141544663,14:30,1.3100362935646808,10:30,1.1418695459332573,1.0820232013427127,1.0678123949356289,1.0700342264387408,1.0243003883853994,1.0406387719043593,1.0255339702415989,0.9978480592644504,0.9945589850742318,0.9419831427931962,0.9250827241006915,0.00011798334404871534,0.0001619583839014342,0.00010679896836294557,0.0001501409934250578,9.137167442806796e-05,9.765412363989399e-05,9.233019386059705e-05,8.99005117015635e-05,7.78619199292283e-05,7.858476249061942e-05,7.457859179531772e-05,4.424786005921949e-05,6.708668844622215e-05,4.255860226430595e-05,6.420659785357778e-05,1.4043144861687244e-05,5.062076864019589e-05,9.637487204136968e-06,3.778822457127821e-05,6.3670977933492905e-06,2.696905753048594e-05,3.1795944912903926e-06
2022-09-07,2022Q3,10:00,1.140491765950948,14:00,1.3501890659164022,14:00,1.2136047803145442,14:00,1.3053590252025755,15:00,1.4183585592158765,14:30,1.2317473702847064,14:30,1.321122849600135,10:30,1.140491765950948,1.0807445307951449,1.067478305423862,1.06992289032158,1.0242187937256841,1.0416099160269443,1.0264092087758558,0.9998849976139902,0.9964154715428488,0.9436623829591374,0.9266269034029948,0.00010916341913277018,5.5237523054065256e-05,9.508441804866265e-05,5.333577091400538e-05,7.986034766735469e-05,5.183628108732804e-05,6.27159618846398e-05,4.392603683168821e-05,6.250847836144044e-05,4.3880645536506845e-05,6.0907072513634506e-05,4.212517096480246e-05,5.246478998549987e-05,3.2677770773277023e-05,4.301712282050631e-05,3.2676685065437006e-05,3.484462283677944e-05,1.285793656883692e-05,2.6280316765041358e-05,9.83758868693777e-06,2.009937731511082e-05,7.157996588564459e-06
2022-09-08,2022Q3,10:00,1.1414407092406123,14:00,1.3495228388494318,14:00,1.216169594405606,14:00,1.311471417734921,15:00,1.415688973521128,14:30,1.2333880380881197,14:30,1.3261878016018338,10:30,1.1414407092406123,1.0816036756667722,1.0681124182899846,1.0703749415759307,1.0247624901185617,1.042188693894052,1.0271149198190999,1.0003042254486583,0.9974116712273624,0.9445597303263151,0.9274919585948311,0.00010405715957257963,0.0001483827391549108,8.182325157857731e-05,0.00014712590475774974,6.225150333447596e-05,0.00012073799776016699,5.4490167417908735e-05,0.0001196108418757697,5.115697979327251e-05,0.00011586916873192814,7.157800152327476e-05,4.457904796363351e-05,5.0986407523925897e-05,2.5766114392782505e-05,4.1509082595428935e-05,1.563800554996528e-05,3.725607337723536e-05,1.5418640008869558e-05,2.493178044728384e-05,1.4744060874644936e-05,2.5174446670639403e-05,1.1695176860255176e-05
2022-09-09,2022Q3,10:00,1.140102267285063,14:00,1.3599280079786653,14:00,1.218788951486876,14:00,1.3172699506251904,15:00,1.4348371657279262,14:30,1.2342821804261188,14:30,1.328299076869954,10:30,1.140102267285063,1.0798357215374328,1.0663930277169547,1.0682672892804614,1.0226781035701789,1.0430411110579283,1.028028498456115,1.0013518673615853,0.9984001539328594,0.9451402900508323,0.928411610464646,7.892050813823094e-05,2.5595864468609894e-05,7.137002398967959e-05,2.175095020897299e-05,6.242496560661841e-05,1.7833995906770097e-05,5.688978555222914e-05,1.6773543597994858e-05,5.003264935247741e-05,1.668463116031862e-05,5.0809777393434566e-05,1.2603983803047775e-05,3.5030028201322627e-05,4.74516927009857e-06,2.60646711100105e-05,4.024282438467535e-06,2.257879405823425e-05,3.681728131853703e-06,1.631504607992128e-05,3.0239906287770334e-06,1.3248067628737367e-05,2.8655762904183444e-06
2022-09-12,2022Q3,10:00,1.1411210138845478,14:00,1.3642911733525778,14:00,1.2215026904348154,14:00,1.3233637546998442,15:00,1.443531431783474,14:30,1.2360673902981456,14:30,1.3330210842923156,10:30,1.1411210138845478,1.080930192622746,1.0675112839374925,1.0693836899002331,1.0236944503068972,1.044318714258569,1.0291516377502685,1.0022441850100559,0.9992541030788803,0.9458500785259346,0.9290910944192552,6.658447379929683e-05,4.499299663183509e-05,6.001161293256763e-05,4.430206973858159e-05,5.72752223235334e-05,3.858533911595737e-05,4.6440734500953375e-05,3.6279707956050916e-05,4.984292146473469e-05,1.712358905159829e-05,4.570929164923775e-05,1.6355575800045734e-05,3.522163485113534e-05,1.3897463340332657e-05,2.5184401140877586e-05,1.089348567500926e-05,2.2454727190882426e-05,1.0889478929028973e-05,1.9341843708396716e-05,4.149797557454449e-06,1.3143026710743029e-05,3.071843658712429e-06
2022-09-13,2022Q3,10:00,1.1414329136557035,14:00,1.362671186686927,14:00,1.222724842517197,14:00,1.3261486844032881,15:00,1.441546370533652,14:30,1.2377472952213113,14:30,1.3383758233081173,10:30,1.1414329136557035,1.0812070392426272,1.0679252552704566,1.069602433483396,1.0246900478019112,1.0452893152065876,1.0299304566231509,1.0028216589425045,0.9997766779870937,0.9466630592915013,0.9297512830565393,0.00013241317844092554,8.555853544027812e-05,0.00010247477931325349,8.157319256952348e-05,7.66281662386274e-05,6.220428650072289e-05,6.655217371266598e-05,6.134176323109446e-05,5.6613848737132274e-05,6.114185500015183e-05,4.797173565491717e-05,6.076938302048619e-05,4.136337869230996e-05,6.017563540186941e-05,3.5575454531595634e-05,5.325402851873799e-05,3.080141518342454e-05,4.6786552170383034e-05,2.600830235455265e-05,3.784773929038782e-05,2.630698890515832e-05,2.614895028898229e-05
2022-09-14,2022Q3,10:00,1.1421428440318224,14:00,1.3316738646672925,14:00,1.2176586102895477,14:00,1.3153879981770744,15:00,1.4054428796889524,15:00,1.2358724466821107,15:00,1.332185969748701,10:30,1.1421428440318224,1.081532444250821,1.0681873138235318,1.069629311401408,1.0245043761656623,1.044763214255029,1.0291647343693449,1.0021015407189688,0.9990568900212946,0.9461462073425775,0.929879074787769,0.00013118555178725258,0.0002130723243228514,0.00012885484547283483,0.00015600957373759053,9.486045187391721e-05,7.819307748951638e-05,8.904893300268406e-05,7.267608221118722e-05,7.750484184397694e-05,7.26169225485856e-05,7.174208896965012e-05,7.193844206260756e-05,5.273340539528405e-05,6.633142199568166e-05,4.4554072979454735e-05,6.581130107678935e-05,5.332081199325637e-05,4.3897346760621055e-05,4.101133386186408e-05,4.3891128256447845e-05,2.8493430937783362e-05,4.243596619714982e-05
2022-09-15,2022Q3,10:00,1.1398613630407646,14:00,1.3143943146546095,14:00,1.216644356044688,14:00,1.3138716480368742,15:00,1.3741563995919677,14:30,1.2313018789648988,14:30,1.322639186414273,10:30,1.1398613630407646,1.0806268501279679,1.0684780030371894,1.0699518045342844,1.0245997570600784,1.0446479021881174,1.0285891659052417,1.001239652454349,0.9994825163288621,0.9461191088400681,0.9291784733546355,9.966293208779648e-05,0.00015821925442887136,9.378175840020184e-05,0.00012578855169016796,9.121418282063993e-05,0.00011006421234235883,7.906526597207453e-05,0.00010521234201370976,7.04819299512109e-05,9.434276098240361e-05,6.902583542652108e-05,9.361665964923636e-05,5.685753401760307e-05,7.851272891869194e-05,4.925118021203219e-05,5.367830428828858e-05,4.744508256614726e-05,4.406444492344322e-05,3.762185805600247e-05,4.157805679652388e-05,3.054794669129097e-05,3.112734873372635e-05
2022-09-16,2022Q3,10:00,1.1382255841465931,14:00,1.3150772394517323,14:00,1.2154728877171892,14:00,1.3103025160875252,15:00,1.365787950563622,14:30,1.2290724859969206,14:30,1.3162584699090722,10:30,1.1382255841465931,1.0796723343022505,1.0678032411640301,1.0689994549322366,1.0237987177870296,1.0436799227308708,1.027706112771077,1.0010590221522577,0.999635263241868,0.9460292060298932,0.9292820831566134,0.00016747849041651394,8.712616492727768e-05,0.0001448360965588792,6.614829973841153e-05,0.00013553537455681533,6.298094528997718e-05,0.00011498943274155195,6.295333352450713e-05,9.517165719199185e-05,5.9034759210029165e-05,9.251563896932034e-05,3.4302105407641706e-05,7.151046840607197e-05,2.4978980125905133e-05,6.605917670352453e-05,2.2738212699116473e-05,6.128982770626285e-05,2.2571405411683473e-05,4.7600474637456716e-05,7.094652642654789e-06,3.559844569768012e-05,4.991544311089958e-06
2022-09-19,2022Q3,10:00,1.1396080184098896,14:00,1.3251299398308471,14:00,1.2200714570943414,14:00,1.3211695820034015,15:00,1.3735585702465885,14:30,1.2337096031909778,14:30,1.3308916795675307,10:30,1.1396080184098896,1.0813324898962986,1.06954657764505,1.0703525706010795,1.0248594417265446,1.0455858913435039,1.029398231664383,1.0027978222033693,1.001371562472684,0.9481706877061189,0.9312553517629959,0.00012099435260130335,6.88359655230676e-05,0.00010089391972677172,6.440819342737129e-05,8.744696426860065e-05,6.272324971581311e-05,8.015691871491584e-05,5.61347856370616e-05,7.558521814171345e-05,5.290925137391832e-05,6.930121356874088e-05,5.2893145292726475e-05,4.6504720677553564e-05,3.684285731127062e-05,4.122890226592494e-05,3.680641423831214e-05,3.613497131664151e-05,3.426838253083696e-05,3.064972173568966e-05,3.390248732808012e-05,1.9801339338849042e-05,3.099501773915048e-05
2022-09-20,2022Q3,10:00,1.140467908367557,14:00,1.327778418801057,14:00,1.2187701511334423,14:00,1.3180404487380137,15:00,1.3631497471044236,14:30,1.2314536071736744,14:30,1.3255110745842305,10:30,1.140467908367557,1.0820380406738381,1.0700655891220647,1.0709211685740259,1.0255107505647705,1.0460554353457585,1.0297144779767677,1.0029710374177923,1.0014530180454584,0.9480924956792857,0.9306788527053094,0.0001157345904904613,6.68488911415266e-05,8.943220928878526e-05,6.678941818216351e-05,7.266043849174602e-05,6.349771933417505e-05,6.743522504398572e-05,6.348589380953618e-05,5.6449053681013574e-05,5.51865985465104e-05,5.452573141240177e-05,4.7502035084612706e-05,5.254583966512738e-05,4.6323551573580765e-05,5.856740962284622e-05,2.9923908800032412e-05,5.5513850096624295e-05,1.930373703825717e-05,3.8586856271097e-05,7.409204863298788e-06,2.981898225835997e-05,5.181254248435333e-06
2022-09-21,2022Q3,10:00,1.1412650260162247,14:00,1.3298068575379154,14:00,1.227266384141012,14:00,1.3283808555848406,15:00,1.3623951764460105,14:30,1.2356730715406885,14:30,1.3365379731776237,10:30,1.1412650260162247,1.0824250027120415,1.070185546644867,1.0709055274666082,1.025506324726067,1.0462174062021987,1.0298928089305757,1.0041147231906755,1.0030713441950592,0.9497419489908182,0.932268397108338,0.000440321633649312,0.0007488806134891227,0.0004408055203177447,0.0007428046745946792,0.0004415100345318029,0.0007327606531409599,0.0004364136183785752,0.0007327066753357702,0.0004349414653518798,0.0007324212929900029,0.0004452010962859562,0.0007313306247743973,0.000471331310076054,0.0007293909251175858,0.0004621026377790105,0.0007293845221525932,0.0004837611282426132,0.0007218796083781956,0.0003036576992194579,0.0005439221734633667,9.480371329724818e-05,0.0003412791796830245
2022-09-22,2022Q3,10:00,1.1330269461264133,14:00,1.2361253815280266,14:00,1.177387344980463,14:00,1.196321001163876,14:30,1.2586079003767365,14:30,1.1950009792174867,14:30,1.2064423642920183,10:30,1.1330269461264133,1.0743707604859605,1.0616244625373943,1.0612584632290343,1.0160923219496674,1.0357582092672675,1.0198627730770744,0.9935964604427725,0.9926580032244513,0.9389218291123173,0.9183666967220547,0.00016763248193095228,6.909462454156271e-05,0.00013345688196234084,6.603485437701079e-05,0.00012272549555436985,4.9762973945718476e-05,0.0001088970819357283,4.945644784541382e-05,8.89484891966613e-05,4.9200869365107826e-05,7.641572527776091e-05,4.6791747023913946e-05,6.484837245906192e-05,4.670949091062995e-05,6.089722299081066e-05,4.630662020223591e-05,5.091940701055575e-05,4.432676610253613e-05,4.1853389082072754e-05,3.364371744431203e-05,3.182866380127222e-05,2.4303231879409683e-05
2022-09-23,2022Q3,10:00,1.1348008903800544,14:00,1.2507541784711338,14:00,1.1763672902865656,14:00,1.1957354952655406,14:00,1.2596254968595137,14:30,1.1940643209564696,14:30,1.2071797040210435,10:30,1.1348008903800544,1.0757548682330635,1.0633684861998522,1.0628190153919563,1.017250573275711,1.0366705855099756,1.020478572118813,0.9941747617303461,0.9929571778195203,0.9394425417595982,0.9189576571185941,0.00018020195345500075,0.00017318812328106673,0.00014061610737903268,0.00016685795378341023,0.00013060196736056895,0.0001555764958849237,0.00011347579650734792,0.00015486159732540545,0.00010835641346003661,0.00014856786600925622,0.00011040799642791646,0.0001268284733591715,0.00010321962308881826,0.00010972517646906517,9.413798390859224e-05,0.00010466504263162058,9.983467922798044e-05,0.00010356143773934073,7.27236036972541e-05,8.927250823260407e-05,4.9159931168823785e-05,7.639207359562109e-05
2022-09-26,2022Q3,10:00,1.1344777333283045,14:00,1.2389958605598914,14:00,1.1726410970234804,14:00,1.1891917577415196,14:00,1.2479459634751056,14:30,1.1894261091345544,14:00,1.19778209202472,10:30,1.1344777333283045,1.0748971149502093,1.0625026991537492,1.0614110299165298,1.0159843827942268,1.0359856052921963,1.0201666370494291,0.9937910747077476,0.9928281326458309,0.9388798261541038,0.917656233960255,0.0001831604656927224,0.00018768368377770976,0.000141923232574986,0.00017314631294515232,0.00013507579406447606,0.0001601528982979561,0.00012573120281232178,0.00011209086753888865,0.0001115727151272595,0.00010682586876964301,0.0001163222132825742,7.189729044027308e-05,9.554952336262359e-05,6.574740584356429e-05,9.934998227934135e-05,3.7626682558209845e-05,8.624184096544002e-05,3.682848725923955e-05,6.28951545122137e-05,3.45661922279639e-05,4.712685690018658e-05,1.3933405863869628e-05
2022-09-27,2022Q3,10:00,1.1338910124216095,14:00,1.2465433940617479,14:00,1.1808400454563073,14:00,1.2007764930971543,14:00,1.2528534093405064,14:30,1.1957146116423394,14:00,1.206854835859959,10:30,1.1338910124216095,1.0739259508567023,1.0616340586807955,1.0615965773128684,1.016074067483376,1.0373424780559668,1.0211791357854372,0.9961846060158474,0.9949634847686769,0.9404144639009931,0.9197784280743386,0.00016623909309420123,0.00018736693209213517,0.0001525910297307495,0.0001691067149528877,0.0001194162306958501,0.00015340800907299735,0.0001398867919899799,7.850482989826435e-05,0.00012084190758491027,6.987770584367529e-05,0.00012170564904439789,4.347610616709148e-05,9.362299242716293e-05,4.110760865536988e-05,9.08147122344688e-05,3.5950592564911276e-05,7.285401154062476e-05,3.5517614086752496e-05,5.3350609259088556e-05,3.388660460442016e-05,3.6828074914079796e-05,7.563455215719317e-06
2022-09-28,2022Q3,10:00,1.1329833170099513,14:00,1.2442861722179315,14:00,1.1841168851270882,14:00,1.209030747449521,14:00,1.2485642590415198,14:30,1.196562848413682,14:00,1.2131876195786688,10:30,1.1329833170099513,1.0732906216252223,1.060562525644554,1.0631460650879583,1.017541765275861,1.0398234557323442,1.0230127341158874,0.9983064789496089,0.996573594997127,0.9414956350338798,0.9216235589383349,0.0002081563005833004,6.600892174285477e-05,0.00015726545995350762,3.4696644933315826e-05,0.00014353265900370591,3.439804545099676e-05,0.00010943755821983893,3.066072627346382e-05,8.801959574533788e-05,2.2292054635716913e-05,8.206604440776876e-05,2.2284560674856086e-05,7.376221619178677e-05,2.0480244824613152e-05,6.337206923828771e-05,1.9422360478544724e-05,5.2098358477177326e-05,1.7319911806318103e-05,3.939713704370201e-05,1.7182904936709188e-05,2.905512011954977e-05,1.418116469593098e-05
2022-09-29,2022Q3,10:00,1.1355994163152934,14:00,1.2429966665689705,14:00,1.187822069637301,14:00,1.2175985608758,14:00,1.245403184104102,14:30,1.198247829062181,14:00,1.2199559061256362,10:30,1.1355994163152934,1.0759165961913348,1.0632004989561432,1.0652498941388684,1.019464506801443,1.0417294335863148,1.0248863644165236,1.000001995965678,0.9980676799563005,0.9426631809143187,0.9226101017203343,0.00018671639480401887,9.538606769926645e-05,0.0001532969390992761,8.064074118110538e-05,0.00013257927379013335,7.616493666478305e-05,0.00010858311088456073,7.603929588717579e-05,9.340014643768558e-05,6.257816057476987e-05,9.063581050945307e-05,5.1609297955609404e-05,8.312080843746383e-05,4.959071882552083e-05,6.53503461730792e-05,4.7316104045352174e-05,6.663225544958646e-05,3.4901931728496836e-05,4.631792772110691e-05,3.452566713541393e-05,3.701725829386014e-05,2.990920094345825e-05
2022-09-30,2022Q3,10:00,1.1371343182479436,14:00,1.2507411353930553,14:00,1.189832018823498,14:00,1.2242443145604063,14:00,1.251455279085427,14:30,1.1975224354256573,14:00,1.2249433291929508,10:30,1.1371343182479436,1.077369695181692,1.0644696670873461,1.0660035023098549,1.0203340985464158,1.0429207548699428,1.0260301562714709,1.0006959415636492,0.9994293494107968,0.9433544705074332,0.9231905552652266,0.0002407380608986428,0.00016383141221716104,0.0001897809956541976,0.00016383141221716104,0.00015102472215407749,0.0001553758744202881,0.0001142614099163445,0.00014402863501302305,0.00012151501091220589,0.000101687507801459,0.00011398335523217334,9.970144950850579e-05,9.95919344098846e-05,9.930535241698115e-05,8.898563050038632e-05,9.930202509741864e-05,8.452736560635324e-05,7.673715462516518e-05,8.225489016556152e-05,7.619767877433417e-05,7.912686619705526e-05,6.122620302178245e-05
2022-10-03,2022Q4,10:00,1.1381967762363459,14:00,1.2400088774501867,14:00,1.1890240521148365,14:00,1.2216773191037167,14:00,1.2403019303986258,14:30,1.196380414786886,14:00,1.2219660397305727,10:30,1.1381967762363459,1.0776585639846896,1.06411761324737,1.0649346664380892,1.0208542241869585,1.0432428913262306,1.0259490432412373,1.000297833457491,0.999763724508318,0.9438731914188623,0.9245777261504848,0.00015317716017421227,0.00017798041210290703,0.00010413964184803368,6.914850075445667e-05,9.354138334621997e-05,6.914723439482139e-05,7.991811212254821e-05,6.659176975666246e-05,7.896063019521484e-05,5.6493849206866695e-05,7.047438684714299e-05,5.6472769118787996e-05,5.979769104304478e-05,5.439936766911513e-05,4.2416008546380226e-05,4.6452334368544986e-05,3.533061989581118e-05,4.53902008032662e-05,3.056973066114306e-05,2.0130338576081033e-05,2.0823640065390314e-05,1.7095994214116536e-05
2022-10-04,2022Q4,10:00,1.1372360204809293,14:00,1.2792376068113647,14:00,1.1865484353635,14:00,1.2162005668373597,14:00,1.2800880421268026,14:30,1.196650808771437,14:00,1.2170090952195671,10:30,1.1372360204809293,1.0783022114502017,1.0646058668852796,1.065179219858548,1.0214766688908887,1.0436144930031765,1.0260894719731952,1.000142854363907,0.9993356431062156,0.9444511247715903,0.924885300566395,0.00011114538568718256,6.049289299852973e-05,8.922139299229332e-05,6.034526348630442e-05,7.055303136959659e-05,5.158155021574734e-05,6.232879302433193e-05,5.151726290779486e-05,5.584615339855051e-05,5.0710226030221375e-05,4.2150947664612305e-05,5.011895452479471e-05,4.91441620516654e-05,4.174508427248524e-05,4.762364555142068e-05,3.6628356839551406e-05,3.610108352946191e-05,3.0296411804741907e-05,3.1864074429640096e-05,2.7047636041421043e-05,1.9702869135016245e-05,1.1897400035458882e-05
2022-10-05,2022Q4,10:00,1.1380587169713885,14:00,1.2777262932506968,14:00,1.1861562550022704,14:00,1.215997124878732,14:00,1.2782587394131288,14:30,1.1961491470121541,14:00,1.2165038476456425,10:30,1.1380587169713885,1.0788263079022695,1.064987928751408,1.065381422496219,1.021594816626394,1.0432886034167856,1.026311409289211,1.0005627994288437,0.9995834597910306,0.9447663552172989,0.9254182182377398,0.00012723023264146034,0.00013597346653130402,0.00010189066803580963,8.313799777565566e-05,8.677590660214714e-05,8.267721746348162e-05,7.410056168884325e-05,7.249162869982928e-05,5.961059338043518e-05,7.041528191701263e-05,4.9783613329160186e-05,5.519875726234754e-05,4.243844890105043e-05,5.114905403985957e-05,3.99704591129368e-05,3.666001708300027e-05,3.195862624182852e-05,3.1850654278735494e-05,2.694484194925853e-05,2.2468174944115918e-05,1.821959491937437e-05,1.9602119181120288e-05
